loss,accuracy,val_loss,val_accuracy,time
0.20624031126499176,0.9347769021987915,0.060733530670404434,0.9813381433486938,48.148665
0.04704698547720909,0.9858989119529724,0.03933389484882355,0.9887343049049377,45.92242999999999
0.0352635495364666,0.9894409775733948,0.03833356872200966,0.9889547228813171,47.45449000000002
0.02926809899508953,0.991122841835022,0.03310871124267578,0.990913987159729,45.381485
0.024954095482826233,0.992725670337677,0.029637515544891357,0.9917711615562439,46.58619700000003
0.02202516235411167,0.9934393763542175,0.03006824292242527,0.9919670820236206,45.32694700000002
0.019878333434462547,0.9940828680992126,0.031165413558483124,0.9917711615562439,46.60544399999998
0.017898408696055412,0.9947292804718018,0.03208484500646591,0.9911344051361084,45.741692
0.016376681625843048,0.9951621294021606,0.038173381239175797,0.9897139668464661,47.49454899999995
0.014628252945840359,0.9955177307128906,0.030714213848114014,0.9918691515922546,45.61857200000003
