0,1,2,3,4,5,6,7,8,9
0.017192067578434944,0.014706315472722054,0.014299057424068451,0.01282541360706091,0.013284440152347088,0.013448822312057018,0.013294767588376999,0.013341886922717094,0.013273658230900764,0.013420315459370613
0.04064719006419182,0.0418422669172287,0.04261788725852966,0.04431375488638878,0.0456259548664093,0.046251486986875534,0.04683675989508629,0.047413140535354614,0.047831423580646515,0.04819870740175247
0.009954303503036499,0.01000183168798685,0.008503708057105541,0.008480560034513474,0.008181139826774597,0.008508731611073017,0.008337399922311306,0.008903628215193748,0.008762179873883724,0.008704586885869503
0.01126260869204998,0.010347174480557442,0.008997190743684769,0.0086619658395648,0.007614757400006056,0.006801725830882788,0.0067313057370483875,0.006598084699362516,0.00627330644056201,0.006558406166732311
0.012957869097590446,0.009770797565579414,0.007228991016745567,0.007509538903832436,0.007510797586292028,0.007508660200983286,0.007490633986890316,0.00751851499080658,0.007548238150775433,0.007522823754698038
0.04582595452666283,0.0340220145881176,0.023877175524830818,0.0265140812844038,0.026595812290906906,0.02938598394393921,0.03105735033750534,0.0283884909003973,0.02865620143711567,0.028861355036497116
0.07182657718658447,0.07306624203920364,0.059637054800987244,0.06251130998134613,0.06549809128046036,0.07180032134056091,0.06856891512870789,0.0748060792684555,0.07673020660877228,0.06594862043857574
0.05098278820514679,0.046602729707956314,0.04197071120142937,0.04310905560851097,0.04649568349123001,0.05091504380106926,0.051824308931827545,0.04977327212691307,0.05238790065050125,0.0515887476503849
0.04381481558084488,0.03882678598165512,0.03504021093249321,0.03686992824077606,0.04382169619202614,0.03640379384160042,0.037274036556482315,0.03679650276899338,0.036591432988643646,0.03694703429937363
0.022807948291301727,0.016271352767944336,0.017935356125235558,0.016164254397153854,0.019587885588407516,0.01651804707944393,0.018710492178797722,0.01642872393131256,0.020370380952954292,0.017758097499608994
