0,1,2,3,4,5,6,7,8,9
0.9948347210884094,0.9966425895690918,0.99638432264328,0.9969007968902588,0.9966425895690918,0.99638432264328,0.9966425895690918,0.9966425895690918,0.9971590638160706,0.9969007968902588
0.9956095218658447,0.9950929880142212,0.9956095218658447,0.9969007968902588,0.9969007968902588,0.9961260557174683,0.9961260557174683,0.9961260557174683,0.9961260557174683,0.99638432264328
0.9978991746902466,0.9973739385604858,0.998161792755127,0.998161792755127,0.998161792755127,0.998161792755127,0.998161792755127,0.9978991746902466,0.998161792755127,0.998161792755127
0.99609375,0.9966145753860474,0.9966145753860474,0.9971354007720947,0.9973958134651184,0.9979166388511658,0.9979166388511658,0.9979166388511658,0.9979166388511658,0.9979166388511658
0.9966971278190613,0.9977133870124817,0.9979674816131592,0.9979674816131592,0.9982215166091919,0.9982215166091919,0.9984756112098694,0.9984756112098694,0.9987296462059021,0.9987296462059021
0.9835000038146973,0.9890000224113464,0.9909999966621399,0.9907500147819519,0.9909999966621399,0.9909999966621399,0.9912499785423279,0.9932500123977661,0.9929999709129333,0.9929999709129333
0.9805871248245239,0.982481062412262,0.9839015007019043,0.9855586886405945,0.984375,0.9853219985961914,0.9876893758773804,0.984375,0.9853219985961914,0.9879261255264282
0.9908758997917175,0.9906477928161621,0.9915602207183838,0.9920164346694946,0.9899635314941406,0.9899635314941406,0.9908758997917175,0.9908758997917175,0.9901915788650513,0.9915602207183838
0.9880514740943909,0.9917279481887817,0.9910386204719543,0.9905790686607361,0.990119457244873,0.9905790686607361,0.9910386204719543,0.9914981722831726,0.9917279481887817,0.9919577240943909
0.9951388835906982,0.9965277910232544,0.9960648417472839,0.9962962865829468,0.9956018328666687,0.9965277910232544,0.9962962865829468,0.9969907402992249,0.9962962865829468,0.9965277910232544
