0,1,2,3,4,5,6,7,8,9
0.9674586653709412,0.9806301593780518,0.9819214940071106,0.9814049601554871,0.9821797609329224,0.9832128286361694,0.9839876294136047,0.9845041036605835,0.9855371713638306,0.9855371713638306
0.9759814143180847,0.9868285059928894,0.9865702390670776,0.9852789044380188,0.9868285059928894,0.9847623705863953,0.9852789044380188,0.9870867729187012,0.9870867729187012,0.9868285059928894
0.9795168042182922,0.9847689270973206,0.9884454011917114,0.9900209903717041,0.9913340210914612,0.9905462265014648,0.9910714030265808,0.9910714030265808,0.9908088445663452,0.9915966391563416
0.9822916388511658,0.9859374761581421,0.9888020753860474,0.9888020753860474,0.9895833134651184,0.9903646111488342,0.9908854365348816,0.9906250238418579,0.9906250238418579,0.991406261920929
0.977642297744751,0.9819613695144653,0.9839938879013062,0.9865345358848572,0.9875507950782776,0.9875507950782776,0.988567054271698,0.9895833134651184,0.9893292784690857,0.9893292784690857
0.9392499923706055,0.965499997138977,0.9745000004768372,0.9772499799728394,0.9762499928474426,0.9794999957084656,0.9794999957084656,0.9785000085830688,0.9802500009536743,0.9792500138282776
0.9443655014038086,0.9571496248245239,0.9595170617103577,0.9614109992980957,0.9642518758773804,0.9644886255264282,0.9663825631141663,0.9666193127632141,0.9675663113594055,0.9692234992980957
0.9692062139511108,0.9783303141593933,0.9771897792816162,0.9785584211349487,0.9810675382614136,0.981295645236969,0.9815237522125244,0.981295645236969,0.9817517995834351,0.9810675382614136
0.9692095518112183,0.9738051295280457,0.974494457244873,0.9754136204719543,0.9772518277168274,0.9790900945663452,0.9809283018112183,0.9836856722831726,0.984375,0.9855238795280457
0.9717592597007751,0.9761574268341064,0.978935182094574,0.9817129373550415,0.9842592477798462,0.9849537014961243,0.9861111044883728,0.9858796000480652,0.9872685074806213,0.9868055582046509
